minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
24,Foghorn Leghorn,0.6254005555557298,34.54882285971903,16.984965462642634,31.88095013508867,6.217684009048256,20.526331225269367,15.202299505166012,27.71276585817665
24,Bugs Bunny,0.6424526132805648,29.675290167196582,14.613848296308536,33.354394431838244,8.61260426209492,21.68976173534251,14.01985113104181,27.442600826166807
24,Elmer Fudd,0.622630336182992,30.24287234435738,16.144276224789223,34.943103925673874,4.936060166509374,25.000923809821444,15.22803720324136,27.018964261098585
24,Lola Bunny,0.6403736887055201,35.51116677481428,14.949333881631196,35.649472007963155,4.60017065956131,24.722891902584053,18.51819202852368,34.45891741431663
24,Porky Pig,0.624163482375418,29.235928149183557,15.795157294362342,35.54581562064588,5.726942685994166,15.36143234104554,16.453958532314882,35.03673204387897
24,Tasmanian Devil,0.6140046016838372,25.413339667954837,14.279560368650356,37.13643990551878,5.44672384424177,23.9848672995836,8.503165376237279,19.570012833314234
24,Gossamer,0.6287313690211656,33.42266853060559,15.434736724269058,37.48872228640916,5.898695473378785,18.705457750519866,15.899834932687385,34.18916900552067
24,Granny,0.6028966616039592,24.512683164991913,14.612864547660775,34.19471310315545,6.512217969308206,17.11370943349112,15.450682026435759,30.533952190005078
24,Wile E. Coyote,0.6261381934165172,30.17996428353614,13.152664716458018,35.12041887604286,6.271265789888271,20.46610408386763,13.223678783378114,28.674179595426875
24,Tweety,0.6021427772272989,29.379986616918526,14.248361010073074,39.04900726661599,7.343796203742758,25.519504470469176,12.05325617078962,23.94850650428796
24,Penelope,0.5902807203114392,23.42260223428872,14.857471696433748,30.062903728642652,6.51865342938526,16.001391615622637,9.190640407976225,19.09513151338084
24,Daffy Duck,0.643495482511158,30.735766618043453,14.713309841750148,34.30365654835638,5.841179993775261,18.549534646299442,13.616363252773207,30.20049267097576
36,Sylvester,0.6235966977640807,31.1393924938607,16.60837061351512,35.03554960599866,8.971694097235071,18.38251831829361,14.049439392299488,28.41005255720366
36,Marvin the Martian,0.6093236594254768,32.02843670558778,13.720349221265314,28.318417851437253,6.37406366750093,22.884799852524637,12.819969414337612,21.42377773458656
36,Road Runner,0.628317490780309,29.73385901226728,13.468181940892118,35.38746767579542,5.774419505566417,23.033271962646975,11.056110187598971,24.26463752324401
36,Foghorn Leghorn,0.619571167635166,31.092724093910135,15.256231124722037,33.85010099633466,3.8272849940178886,16.813947821157484,14.281461144417413,30.803323910219728
36,Bugs Bunny,0.6180905647530646,33.35284473018086,15.732791474686344,34.43858205963649,4.838313092459767,15.609377657731482,12.40992641265504,28.923240632598958
36,Elmer Fudd,0.6244352117181614,32.44955574212909,15.384797215329009,36.09236136526145,5.649231611874319,24.88750636159737,11.844271125379105,23.64381278943642
36,Lola Bunny,0.6352772677474562,32.24690314081759,13.832569157679053,35.22248413633763,3.0652019090566798,23.724401283137215,15.155830642827857,30.549530676272166
36,Porky Pig,0.6096557267287755,33.50873543344284,16.252625511675767,38.21604728076855,5.257236609204641,15.638360884952759,13.681016993040833,32.073043352399296
36,Tasmanian Devil,0.6051590524516333,30.932873404514144,14.858650646369918,35.94472571097906,3.6308640574837083,22.651431964732257,10.757422201650098,22.984181084368263
36,Gossamer,0.6091431789073405,32.904958588125695,15.702030695627311,30.76986763382214,5.331934927668235,17.925603938138465,9.720438686649441,20.897193833931187
36,Granny,0.6167432264277571,28.133453837335445,14.638434799164145,33.77697053711772,5.44846438883348,20.340732334112463,13.142272100431107,26.47802832864468
36,Wile E. Coyote,0.608306177393814,32.24866335112083,13.83258015907209,36.3168356540931,11.892233692876369,22.876138077618258,14.4527523738585,27.002589021999707
36,Tweety,0.6193551142586486,26.167469367092632,14.739020111180453,32.0009892784443,6.88624400424932,23.88462791204158,9.645107332015048,17.903072448061888
36,Penelope,0.611715476068355,27.5952632018658,14.422958607959302,26.676073868104492,8.661133467299562,13.850076720639597,11.548163045685614,23.006456098836022
36,Daffy Duck,0.6458339008312203,33.199046639367246,13.161033444379834,33.20062602771767,7.0111250980649835,21.38115778135888,14.171643377926905,29.501532206533074
